GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0010033	P	response to organic substance	32	275	1342	37767	7e-09	5.8e-07	// AT5G47220 // AT1G32640 // AT4G34410 // AT2G14900 // AT5G64750 // AT1G19570 // AT1G20440 // AT1G66160 // AT4G24960 // AT1G27730 // AT3G52450 // AT5G42650 // AT5G67300 // AT5G15960 // AT5G26920 // AT3G16770 // AT2G40000 // AT5G52310 // AT4G01250 // AT3G15210 // AT1G20450 // AT1G20823 // AT4G31800 // AT4G17230 // AT3G52400 // AT5G15970 // AT2G35930 // AT1G29395 // AT3G50260 // AT3G16720 // AT1G13260 // AT4G37260 
GO:0051707	P	response to other organism	19	275	599	37767	1.6e-07	1.2e-05	// AT5G47220 // AT2G40000 // AT1G60960 // AT4G31800 // AT5G42650 // AT2G34930 // AT3G52400 // AT2G06050 // AT1G29340 // AT4G36010 // AT3G16770 // AT5G01600 // AT2G30020 // AT3G02840 // AT5G26920 // AT3G51660 // AT3G15210 // AT1G19570 // AT1G59870 
GO:0009409	P	response to cold	14	275	328	37767	2.4e-07	1.7e-05	// AT1G20450 // AT1G20440 // AT2G17840 // AT4G24960 // AT1G27730 // AT5G15960 // AT5G15970 // AT5G54770 // AT1G29395 // AT5G63770 // AT5G52310 // AT5G01600 // AT4G25470 // AT3G25770 
GO:0051704	P	multi-organism process	20	275	776	37767	1.7e-06	0.00011	// AT5G47220 // AT2G40000 // AT1G60960 // AT4G31800 // AT5G42650 // AT2G34930 // AT3G52400 // AT2G06050 // AT1G29340 // AT4G36010 // AT3G02840 // AT3G16770 // AT5G01600 // AT2G30020 // AT1G61360 // AT5G26920 // AT3G51660 // AT3G15210 // AT1G19570 // AT1G59870 
GO:0006970	P	response to osmotic stress	14	275	408	37767	2.9e-06	0.00018	// AT1G20440 // AT2G17840 // AT4G24960 // AT5G24270 // AT5G67300 // AT5G15960 // AT1G12610 // AT5G62520 // AT5G52310 // AT2G23290 // AT5G64750 // AT1G27730 // AT5G15970 // AT4G37260 
GO:0009620	P	response to fungus	9	275	158	37767	3.9e-06	0.00022	// AT4G31800 // AT5G42650 // AT2G34930 // AT3G52400 // AT2G06050 // AT1G29340 // AT2G30020 // AT1G19570 // AT1G59870 
GO:0009266	P	response to temperature stimulus	15	275	485	37767	4.4e-06	0.00022	// AT1G20450 // AT1G20440 // AT2G17840 // AT4G24960 // AT1G27730 // AT5G15960 // AT5G15970 // AT5G54770 // AT1G29395 // AT4G25470 // AT5G52310 // AT5G01600 // AT5G63770 // AT4G21870 // AT3G25770 
GO:0009631	P	cold acclimation	5	275	29	37767	4.5e-06	0.00022	// AT1G20450 // AT1G20440 // AT1G29395 // AT4G25470 // AT5G15960 
GO:0009605	P	response to external stimulus	14	275	429	37767	5.1e-06	0.00024	// AT1G27730 // AT5G42650 // AT1G76650 // AT1G01470 // AT1G32640 // AT1G29395 // AT1G74930 // AT2G30020 // AT5G54170 // AT3G44260 // AT1G51760 // AT3G51660 // AT5G63770 // AT2G06050 
GO:0006952	P	defense response	19	275	766	37767	5.4e-06	0.00024	// AT5G47220 // AT1G70830 // AT4G31800 // AT3G52450 // AT5G42650 // AT2G34930 // AT3G52400 // AT2G35930 // AT1G29340 // AT5G26920 // AT1G23130 // AT1G66090 // AT2G30020 // AT3G16720 // AT1G65390 // AT2G40000 // AT3G51660 // AT3G15210 // AT1G59870 
GO:0009737	P	response to abscisic acid stimulus	13	275	378	37767	6.4e-06	0.00028	// AT1G20450 // AT1G20440 // AT4G24960 // AT1G27730 // AT1G32640 // AT5G67300 // AT5G15960 // AT5G15970 // AT1G29395 // AT5G52310 // AT5G64750 // AT3G15210 // AT4G37260 
GO:0015674	P	di-, tri-valent inorganic cation transport	5	275	43	37767	2.5e-05	0.001	// AT1G59870 // AT3G56090 // AT2G28910 // AT1G60960 // AT5G01600 
GO:0002376	P	immune system process	11	275	368	37767	0.00011	0.0039	// AT5G47220 // AT4G31800 // AT3G52450 // AT3G52400 // AT2G35930 // AT1G29340 // AT5G26920 // AT1G66090 // AT2G40000 // AT3G15210 // AT1G59870 
GO:0006810	P	transport	29	275	1846	37767	0.00011	0.0039	// AT2G47450 // AT1G61890 // AT1G09070 // AT1G59870 // AT4G05120 // AT2G40380 // AT1G78560 // AT5G55930 // AT5G57685 // AT1G03950 // AT5G15240 // AT1G12090 // AT3G13720 // AT3G23550 // AT1G60960 // AT1G11670 // AT4G24570 // AT1G31770 // AT5G52050 // AT1G51090 // AT5G17850 // AT5G42570 // AT1G22570 // AT3G52400 // AT3G56090 // AT2G28910 // AT5G01600 // AT1G57990 // AT2G22500 
GO:0051234	P	establishment of localization	29	275	1851	37767	0.00011	0.0039	// AT2G47450 // AT1G61890 // AT1G09070 // AT1G59870 // AT4G05120 // AT2G40380 // AT1G78560 // AT5G55930 // AT5G57685 // AT1G03950 // AT5G15240 // AT1G12090 // AT3G13720 // AT3G23550 // AT1G60960 // AT1G11670 // AT4G24570 // AT1G31770 // AT5G52050 // AT1G51090 // AT5G17850 // AT5G42570 // AT1G22570 // AT3G52400 // AT3G56090 // AT2G28910 // AT5G01600 // AT1G57990 // AT2G22500 
GO:0006955	P	immune response	11	275	367	37767	0.00011	0.0039	// AT5G47220 // AT4G31800 // AT3G52450 // AT3G52400 // AT2G35930 // AT1G29340 // AT5G26920 // AT1G66090 // AT2G40000 // AT3G15210 // AT1G59870 
GO:0009719	P	response to endogenous stimulus	20	275	1068	37767	0.00015	0.0049	// AT1G20450 // AT1G20440 // AT1G32640 // AT3G16770 // AT5G47220 // AT5G67300 // AT3G52400 // AT5G15970 // AT5G42650 // AT1G29395 // AT1G13260 // AT2G14900 // AT4G24960 // AT5G64750 // AT5G15960 // AT1G27730 // AT5G52310 // AT3G15210 // AT1G19570 // AT4G37260 
GO:0031347	P	regulation of defense response	5	275	66	37767	0.00017	0.0054	// AT3G52400 // AT1G59870 // AT3G15210 // AT4G31800 // AT5G47220 
GO:0050832	P	defense response to fungus	6	275	108	37767	0.00019	0.0059	// AT4G31800 // AT2G34930 // AT3G52400 // AT1G29340 // AT2G30020 // AT1G59870 
GO:0051179	P	localization	29	275	1922	37767	0.00021	0.0062	// AT2G47450 // AT1G61890 // AT1G09070 // AT1G59870 // AT4G05120 // AT2G40380 // AT1G78560 // AT5G55930 // AT5G57685 // AT1G03950 // AT5G15240 // AT1G12090 // AT3G13720 // AT3G23550 // AT1G60960 // AT1G11670 // AT4G24570 // AT1G31770 // AT5G52050 // AT1G51090 // AT5G17850 // AT5G42570 // AT1G22570 // AT3G52400 // AT3G56090 // AT2G28910 // AT5G01600 // AT1G57990 // AT2G22500 
GO:0009753	P	response to jasmonic acid stimulus	8	275	215	37767	0.00024	0.0069	// AT5G47220 // AT5G42650 // AT5G67300 // AT3G52400 // AT1G32640 // AT3G15210 // AT1G19570 // AT4G37260 
GO:0006855	P	multidrug transport	5	275	73	37767	0.00026	0.0074	// AT1G11670 // AT3G23550 // AT5G52050 // AT1G61890 // AT1G59870 
GO:0045087	P	innate immune response	10	275	347	37767	0.0003	0.0083	// AT5G47220 // AT3G52450 // AT3G52400 // AT2G35930 // AT1G29340 // AT5G26920 // AT1G66090 // AT2G40000 // AT3G15210 // AT1G59870 
GO:0015893	P	drug transport	5	275	76	37767	0.00031	0.0083	// AT1G11670 // AT3G23550 // AT5G52050 // AT1G61890 // AT1G59870 
GO:0042493	P	response to drug	5	275	77	37767	0.00033	0.0085	// AT1G11670 // AT3G23550 // AT5G52050 // AT1G61890 // AT1G59870 
GO:0009651	P	response to salt stress	10	275	366	37767	0.00045	0.011	// AT2G17840 // AT4G24960 // AT5G24270 // AT5G67300 // AT1G12610 // AT5G62520 // AT5G52310 // AT2G23290 // AT1G27730 // AT4G37260 
GO:0080134	P	regulation of response to stress	5	275	83	37767	0.00046	0.011	// AT3G52400 // AT1G59870 // AT3G15210 // AT4G31800 // AT5G47220 
GO:0030003	P	cellular cation homeostasis	5	275	84	37767	0.00048	0.011	// AT5G24270 // AT3G56090 // AT3G15353 // AT5G01600 // AT4G04770 
GO:0055080	P	cation homeostasis	5	275	90	37767	0.00065	0.015	// AT5G24270 // AT3G56090 // AT3G15353 // AT5G01600 // AT4G04770 
GO:0006873	P	cellular ion homeostasis	5	275	96	37767	0.00086	0.019	// AT5G24270 // AT3G56090 // AT3G15353 // AT5G01600 // AT4G04770 
GO:0055082	P	cellular chemical homeostasis	5	275	97	37767	0.0009	0.02	// AT5G24270 // AT3G56090 // AT3G15353 // AT5G01600 // AT4G04770 
GO:0009725	P	response to hormone stimulus	17	275	982	37767	0.0011	0.023	// AT1G20450 // AT1G20440 // AT4G24960 // AT3G16770 // AT5G47220 // AT5G67300 // AT5G15960 // AT5G15970 // AT1G32640 // AT1G29395 // AT1G13260 // AT2G14900 // AT5G64750 // AT1G27730 // AT5G52310 // AT3G15210 // AT4G37260 
GO:0050801	P	ion homeostasis	5	275	103	37767	0.0012	0.024	// AT5G24270 // AT3G56090 // AT3G15353 // AT5G01600 // AT4G04770 
GO:0030001	P	metal ion transport	7	275	224	37767	0.0015	0.032	// AT1G60960 // AT3G56090 // AT2G28910 // AT5G01600 // AT1G78560 // AT1G51090 // AT1G59870 
GO:0065007	P	biological regulation	47	275	4188	37767	0.0019	0.039	// AT5G47220 // AT1G63030 // AT1G33610 // AT2G34930 // AT1G28050 // AT1G66090 // AT4G35900 // AT4G34410 // AT3G50260 // AT2G23290 // AT5G64750 // AT1G74930 // AT1G19570 // AT1G59870 // AT4G32800 // AT5G67300 // AT5G15960 // AT1G12610 // AT1G32640 // AT1G79430 // AT3G16770 // AT3G55940 // AT5G25810 // AT3G42670 // AT5G28490 // AT2G41510 // AT3G62720 // AT4G01250 // AT3G15210 // AT3G15353 // AT4G24960 // AT4G25470 // AT4G04770 // AT4G31800 // AT4G17230 // AT3G52400 // AT3G56090 // AT1G50320 // AT5G63770 // AT5G24270 // AT2G28910 // AT5G01600 // AT1G17820 // AT5G52020 // AT1G13260 // AT5G43890 // AT4G37260 
GO:0010038	P	response to metal ion	7	275	238	37767	0.0021	0.042	// AT4G25100 // AT5G24270 // AT5G67300 // AT3G56090 // AT2G23290 // AT4G37260 // AT5G01600 
GO:0016567	P	protein ubiquitination	5	275	121	37767	0.0023	0.043	// AT1G60190 // AT2G35930 // AT2G47110 // AT1G29340 // AT3G52450 
GO:0042742	P	defense response to bacterium	6	275	177	37767	0.0022	0.043	// AT5G47220 // AT4G31800 // AT5G26920 // AT2G40000 // AT3G15210 // AT1G59870 
GO:0009617	P	response to bacterium	7	275	247	37767	0.0026	0.048	// AT5G47220 // AT4G31800 // AT5G26920 // AT5G01600 // AT2G40000 // AT3G15210 // AT1G59870 
GO:0006355	P	regulation of transcription, DNA-dependent	16	275	987	37767	0.0028	0.051	// AT5G47220 // AT4G32800 // AT4G31800 // AT1G32640 // AT5G67300 // AT5G52020 // AT1G13260 // AT3G15210 // AT4G34410 // AT3G50260 // AT2G23290 // AT5G64750 // AT1G74930 // AT4G01250 // AT4G25470 // AT4G37260 
GO:0048583	P	regulation of response to stimulus	6	275	188	37767	0.003	0.053	// AT5G47220 // AT4G31800 // AT3G52400 // AT5G64750 // AT3G15210 // AT1G59870 
GO:0051252	P	regulation of RNA metabolic process	16	275	996	37767	0.0031	0.054	// AT5G47220 // AT4G32800 // AT4G31800 // AT1G32640 // AT5G67300 // AT5G52020 // AT1G13260 // AT3G15210 // AT4G34410 // AT3G50260 // AT2G23290 // AT5G64750 // AT1G74930 // AT4G01250 // AT4G25470 // AT4G37260 
GO:0032446	P	protein modification by small protein conjugation	5	275	136	37767	0.0037	0.062	// AT1G60190 // AT2G35930 // AT2G47110 // AT1G29340 // AT3G52450 
GO:0048878	P	chemical homeostasis	5	275	136	37767	0.0037	0.062	// AT5G24270 // AT3G56090 // AT3G15353 // AT5G01600 // AT4G04770 
GO:0065008	P	regulation of biological quality	12	275	665	37767	0.0041	0.067	// AT2G41510 // AT5G25810 // AT3G56090 // AT1G63030 // AT5G24270 // AT5G28490 // AT1G12610 // AT3G62720 // AT5G01600 // AT3G15353 // AT5G43890 // AT4G04770 
GO:0006351	P	transcription, DNA-dependent	16	275	1039	37767	0.0046	0.073	// AT5G47220 // AT4G32800 // AT4G31800 // AT1G32640 // AT5G67300 // AT5G52020 // AT1G13260 // AT3G15210 // AT4G34410 // AT3G50260 // AT2G23290 // AT5G64750 // AT1G74930 // AT4G01250 // AT4G25470 // AT4G37260 
GO:0032774	P	RNA biosynthetic process	16	275	1040	37767	0.0046	0.073	// AT5G47220 // AT4G32800 // AT4G31800 // AT1G32640 // AT5G67300 // AT5G52020 // AT1G13260 // AT3G15210 // AT4G34410 // AT3G50260 // AT2G23290 // AT5G64750 // AT1G74930 // AT4G01250 // AT4G25470 // AT4G37260 
GO:0010035	P	response to inorganic substance	7	275	279	37767	0.005	0.078	// AT4G25100 // AT5G24270 // AT5G67300 // AT3G56090 // AT2G23290 // AT4G37260 // AT5G01600 
GO:0006812	P	cation transport	8	275	357	37767	0.0054	0.082	// AT5G17850 // AT1G60960 // AT3G56090 // AT2G28910 // AT5G01600 // AT1G78560 // AT1G51090 // AT1G59870 
GO:0070647	P	protein modification by small protein conjugation or removal	5	275	158	37767	0.0068	0.1	// AT1G60190 // AT2G35930 // AT2G47110 // AT1G29340 // AT3G52450 
GO:0019725	P	cellular homeostasis	5	275	174	37767	0.01	0.15	// AT5G24270 // AT3G56090 // AT3G15353 // AT5G01600 // AT4G04770 
GO:0006979	P	response to oxidative stress	7	275	332	37767	0.012	0.18	// AT4G25100 // AT1G27730 // AT1G32640 // AT3G56090 // AT2G29450 // AT2G40000 // AT5G01600 
GO:0016053	P	organic acid biosynthetic process	8	275	417	37767	0.013	0.18	// AT5G22630 // AT2G06050 // AT5G42650 // AT5G26920 // AT3G25770 // AT3G25760 // AT5G38710 // AT1G17745 
GO:0046394	P	carboxylic acid biosynthetic process	8	275	417	37767	0.013	0.18	// AT5G22630 // AT2G06050 // AT5G42650 // AT5G26920 // AT3G25770 // AT3G25760 // AT5G38710 // AT1G17745 
GO:0009416	P	response to light stimulus	10	275	596	37767	0.013	0.19	// AT2G17840 // AT1G27730 // AT1G25560 // AT5G15960 // AT1G01470 // AT5G28490 // AT4G35900 // AT1G02400 // AT2G47450 // AT3G17800 
GO:0006811	P	ion transport	8	275	427	37767	0.014	0.2	// AT5G17850 // AT1G60960 // AT3G56090 // AT2G28910 // AT5G01600 // AT1G78560 // AT1G51090 // AT1G59870 
GO:0009314	P	response to radiation	10	275	613	37767	0.016	0.22	// AT2G17840 // AT1G27730 // AT1G25560 // AT5G15960 // AT1G01470 // AT5G28490 // AT4G35900 // AT1G02400 // AT2G47450 // AT3G17800 
GO:0009723	P	response to ethylene stimulus	5	275	199	37767	0.017	0.22	// AT5G67300 // AT5G47220 // AT3G16770 // AT3G15210 // AT4G37260 
GO:0009751	P	response to salicylic acid stimulus	5	275	200	37767	0.017	0.22	// AT5G67300 // AT3G52400 // AT2G40000 // AT4G31800 // AT4G37260 
GO:0070887	P	cellular response to chemical stimulus	8	275	452	37767	0.019	0.25	// AT5G47220 // AT4G25100 // AT1G32640 // AT3G52400 // AT1G29395 // AT3G16770 // AT5G64750 // AT3G15210 
GO:0042592	P	homeostatic process	5	275	216	37767	0.023	0.29	// AT5G24270 // AT3G56090 // AT3G15353 // AT5G01600 // AT4G04770 
GO:0034641	P	cellular nitrogen compound metabolic process	8	275	506	37767	0.034	0.43	// AT2G19570 // AT5G22630 // AT5G54770 // AT4G37770 // AT4G08040 // AT3G51450 // AT5G38710 // AT1G17745 
GO:0055085	P	transmembrane transport	5	275	244	37767	0.035	0.44	// AT1G11670 // AT3G23550 // AT5G52050 // AT1G61890 // AT1G59870 
GO:0040007	P	growth	6	275	340	37767	0.041	0.5	// AT5G25810 // AT1G27730 // AT1G63030 // AT5G28490 // AT1G12610 // AT3G62720 
GO:0048518	P	positive regulation of biological process	5	275	259	37767	0.044	0.53	// AT4G35900 // AT5G47220 // AT2G28910 // AT3G15210 // AT1G32640 
GO:0048519	P	negative regulation of biological process	7	275	442	37767	0.046	0.54	// AT4G24960 // AT3G42670 // AT3G52400 // AT5G64750 // AT1G13260 // AT3G15210 // AT1G59870 
GO:0050789	P	regulation of biological process	36	275	3697	37767	0.046	0.54	// AT5G47220 // AT1G63030 // AT1G33610 // AT2G34930 // AT1G28050 // AT1G66090 // AT4G35900 // AT4G34410 // AT3G50260 // AT2G23290 // AT5G64750 // AT1G74930 // AT1G19570 // AT1G59870 // AT4G32800 // AT5G67300 // AT5G15960 // AT1G12610 // AT1G32640 // AT4G25470 // AT3G16770 // AT3G55940 // AT3G42670 // AT4G01250 // AT3G15210 // AT4G24960 // AT1G79430 // AT4G31800 // AT4G17230 // AT3G52400 // AT2G28910 // AT1G17820 // AT5G52020 // AT1G13260 // AT5G63770 // AT4G37260 
GO:0051716	P	cellular response to stimulus	11	275	840	37767	0.047	0.54	// AT5G47220 // AT4G25100 // AT1G32640 // AT3G52400 // AT5G54770 // AT1G29395 // AT3G16770 // AT5G64750 // AT5G15960 // AT3G15210 // AT1G59870 
GO:0016049	P	cell growth	5	275	265	37767	0.047	0.54	// AT5G28490 // AT1G12610 // AT3G62720 // AT5G25810 // AT1G63030 
GO:0044248	P	cellular catabolic process	10	275	746	37767	0.05	0.56	// AT2G30870 // AT4G24960 // AT2G19570 // AT2G47110 // AT1G27130 // AT5G41700 // AT2G29450 // AT1G02400 // AT5G38710 // AT1G59870 
GO:0008361	P	regulation of cell size	5	275	274	37767	0.053	0.57	// AT5G28490 // AT1G12610 // AT3G62720 // AT5G25810 // AT1G63030 
GO:0043436	P	oxoacid metabolic process	11	275	859	37767	0.053	0.57	// AT1G02400 // AT5G42650 // AT2G06050 // AT5G22630 // AT4G37770 // AT5G26920 // AT4G08040 // AT3G25770 // AT3G25760 // AT5G38710 // AT1G17745 
GO:0006082	P	organic acid metabolic process	11	275	860	37767	0.053	0.57	// AT1G02400 // AT5G42650 // AT2G06050 // AT5G22630 // AT4G37770 // AT5G26920 // AT4G08040 // AT3G25770 // AT3G25760 // AT5G38710 // AT1G17745 
GO:0019752	P	carboxylic acid metabolic process	11	275	859	37767	0.053	0.57	// AT1G02400 // AT5G42650 // AT2G06050 // AT5G22630 // AT4G37770 // AT5G26920 // AT4G08040 // AT3G25770 // AT3G25760 // AT5G38710 // AT1G17745 
GO:0032535	P	regulation of cellular component size	5	275	277	37767	0.055	0.58	// AT5G28490 // AT1G12610 // AT3G62720 // AT5G25810 // AT1G63030 
GO:0090066	P	regulation of anatomical structure size	5	275	277	37767	0.055	0.58	// AT5G28490 // AT1G12610 // AT3G62720 // AT5G25810 // AT1G63030 
GO:0051641	P	cellular localization	8	275	569	37767	0.06	0.62	// AT5G42570 // AT3G52400 // AT4G24570 // AT5G57685 // AT2G22500 // AT2G47450 // AT1G09070 // AT1G59870 
GO:0042180	P	cellular ketone metabolic process	11	275	882	37767	0.061	0.63	// AT1G02400 // AT5G42650 // AT2G06050 // AT5G22630 // AT4G37770 // AT5G26920 // AT4G08040 // AT3G25770 // AT3G25760 // AT5G38710 // AT1G17745 
GO:0016070	P	RNA metabolic process	18	275	1657	37767	0.062	0.63	// AT5G47220 // AT4G32800 // AT4G31800 // AT1G32640 // AT5G67300 // AT5G52020 // AT1G13260 // AT3G15210 // AT4G34410 // AT3G50260 // AT2G23290 // AT5G64750 // AT5G22250 // AT3G44260 // AT1G74930 // AT4G01250 // AT4G25470 // AT4G37260 
GO:0031323	P	regulation of cellular metabolic process	21	275	2036	37767	0.071	0.7	// AT5G47220 // AT5G63770 // AT4G32800 // AT4G31800 // AT4G17230 // AT1G32640 // AT5G67300 // AT5G52020 // AT1G28050 // AT5G64750 // AT1G79430 // AT1G13260 // AT4G34410 // AT3G50260 // AT2G23290 // AT3G15210 // AT4G24960 // AT1G74930 // AT4G01250 // AT4G25470 // AT4G37260 
GO:0045449	P	regulation of transcription	19	275	1802	37767	0.071	0.7	// AT5G47220 // AT4G32800 // AT4G31800 // AT4G17230 // AT1G32640 // AT5G67300 // AT5G52020 // AT1G28050 // AT5G64750 // AT1G79430 // AT1G13260 // AT4G34410 // AT3G50260 // AT2G23290 // AT3G15210 // AT1G74930 // AT4G01250 // AT4G25470 // AT4G37260 
GO:0019748	P	secondary metabolic process	7	275	489	37767	0.07	0.7	// AT2G30870 // AT1G32640 // AT1G27130 // AT3G51450 // AT2G29450 // AT1G02400 // AT1G59870 
GO:0033554	P	cellular response to stress	6	275	399	37767	0.075	0.72	// AT4G25100 // AT1G32640 // AT3G52400 // AT5G54770 // AT1G29395 // AT1G59870 
GO:0006725	P	cellular aromatic compound metabolic process	6	275	399	37767	0.075	0.72	// AT5G54770 // AT5G22630 // AT2G41510 // AT1G32640 // AT5G26920 // AT1G59870 
GO:0009791	P	post-embryonic development	9	275	705	37767	0.076	0.73	// AT4G24960 // AT1G25560 // AT1G01470 // AT1G60870 // AT4G35900 // AT5G01600 // AT4G24660 // AT1G13260 // AT3G56090 
GO:0032787	P	monocarboxylic acid metabolic process	6	275	408	37767	0.081	0.77	// AT1G02400 // AT5G42650 // AT2G06050 // AT5G26920 // AT3G25770 // AT3G25760 
GO:0010556	P	regulation of macromolecule biosynthetic process	19	275	1843	37767	0.084	0.78	// AT5G47220 // AT4G32800 // AT4G31800 // AT4G17230 // AT1G32640 // AT5G67300 // AT5G52020 // AT1G28050 // AT5G64750 // AT1G79430 // AT1G13260 // AT4G34410 // AT3G50260 // AT2G23290 // AT3G15210 // AT1G74930 // AT4G01250 // AT4G25470 // AT4G37260 
