GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0070887	P	cellular response to chemical stimulus	26	1357	452	37767	0.017	0.34	// AT1G73500 // AT4G17615 // AT3G45640 // AT5G58080 // AT1G53170 // AT1G79460 // AT1G69270 // AT1G52920 // AT1G01720 // AT4G33950 // AT1G56650 // AT4G34000 // AT3G57530 // AT4G26080 // AT4G01540 // AT2G26150 // AT2G19860 // AT3G15210 // AT4G37580 // AT1G69260 // AT4G17490 // AT2G40670 // AT1G29395 // AT3G11410 // AT1G72360 // AT1G49720 
GO:0016137	P	glycoside metabolic process	9	1357	104	37767	0.017	0.34	// AT4G02280 // AT1G62540 // AT2G22190 // AT4G12430 // AT4G22590 // AT5G65140 // AT3G52340 // AT1G62570 // AT4G17770 
GO:0009615	P	response to virus	6	1357	55	37767	0.019	0.37	// AT2G22010 // AT2G22240 // AT1G80840 // AT5G42810 // AT5G24590 // AT3G12580 
GO:0006810	P	transport	84	1357	1846	37767	0.02	0.39	// AT2G37900 // AT4G02650 // AT4G08570 // AT1G33080 // AT4G24570 // AT1G03550 // AT1G04570 // AT5G66110 // AT3G53960 // AT1G05300 // AT5G24380 // AT1G79520 // AT1G15170 // AT1G61890 // AT2G33280 // AT2G03590 // AT1G72120 // AT2G26650 // AT1G72125 // AT1G79710 // AT2G06530 // AT5G61520 // AT3G20460 // AT1G28230 // AT1G01580 // AT3G46900 // AT3G27070 // AT4G38380 // AT5G17860 // AT3G53720 // AT1G19650 // AT4G04750 // AT2G28900 // AT3G51895 // AT3G08560 // AT3G05030 // AT2G34360 // AT2G29940 // AT4G26180 // AT1G73700 // AT1G48640 // AT1G08890 // AT2G34960 // AT3G05400 // AT3G13620 // AT5G65380 // AT3G45650 // AT1G44100 // AT1G67400 // AT5G17700 // AT3G09530 // AT1G73780 // AT1G05030 // AT4G17550 // AT1G75470 // AT1G72130 // AT4G04760 // AT1G51090 // AT3G52310 // AT5G43980 // AT5G18840 // AT4G21910 // AT3G25013 // AT5G25040 // AT5G07880 // AT2G41190 // AT1G30473 // AT1G34580 // AT1G55720 // AT3G14370 // AT1G79900 // AT1G61800 // AT1G61290 // AT1G76530 // AT1G12480 // AT2G30080 // AT2G21660 // AT5G49890 // AT1G70300 // AT5G01760 // AT3G05165 // AT3G45660 // AT5G49990 // AT4G17615 
GO:0050832	P	defense response to fungus	9	1357	108	37767	0.021	0.4	// AT4G37150 // AT1G80840 // AT5G61600 // AT2G22240 // AT1G64070 // AT2G30020 // AT5G42810 // AT1G56510 // AT2G46240 
GO:0051707	P	response to other organism	32	1357	599	37767	0.022	0.42	// AT2G22010 // AT1G33970 // AT5G64250 // AT1G77920 // AT2G17860 // AT4G36010 // AT1G10760 // AT2G30020 // AT3G45640 // AT1G80840 // AT4G37150 // AT1G01580 // AT4G33950 // AT5G26920 // AT5G52450 // AT1G64070 // AT4G23670 // AT1G61800 // AT5G64890 // AT4G36000 // AT5G42810 // AT2G15480 // AT2G22240 // AT3G15210 // AT2G46240 // AT3G12580 // AT2G30080 // AT5G52640 // AT5G61600 // AT5G24590 // AT1G56510 // AT4G21480 
GO:0016070	P	RNA metabolic process	76	1357	1657	37767	0.022	0.42	// AT3G05690 // AT1G80840 // AT3G52270 // AT1G30500 // AT1G01520 // AT3G01220 // AT4G22950 // AT5G11050 // AT4G34410 // AT4G34680 // AT4G23050 // AT5G32460 // AT2G35700 // AT4G38780 // AT3G44260 // AT1G74930 // AT1G01380 // AT3G11020 // AT4G34400 // AT4G36240 // AT1G53170 // AT2G37260 // AT1G61470 // AT2G35550 // AT5G56270 // AT1G77200 // AT1G56650 // AT2G44910 // AT4G25480 // AT5G06520 // AT1G74650 // AT5G11590 // AT1G20700 // AT5G22250 // AT5G05410 // AT4G34000 // AT1G66380 // AT1G19490 // AT3G61250 // AT5G25390 // AT4G10600 // AT3G62610 // AT3G61740 // AT1G59720 // AT2G13960 // AT1G46768 // AT5G52630 // AT2G16720 // AT1G01250 // AT1G54590 // AT5G53430 // AT3G15210 // AT3G48830 // AT1G16060 // AT1G18710 // AT4G25470 // AT5G67180 // AT5G12280 // AT4G17490 // AT1G56170 // AT5G06510 // AT2G34720 // AT1G74900 // AT2G38340 // AT1G54160 // AT1G05920 // AT3G53920 // AT1G72360 // AT4G01060 // AT2G21660 // AT5G61600 // AT5G58280 // AT1G19210 // AT3G61890 // AT5G60120 // AT1G49720 
GO:0010118	P	stomatal movement	6	1357	58	37767	0.023	0.44	// AT1G12480 // AT4G26080 // AT4G33950 // AT3G11410 // AT4G17615 // AT2G21660 
GO:0006470	P	protein amino acid dephosphorylation	7	1357	76	37767	0.025	0.47	// AT1G67820 // AT3G23610 // AT4G26080 // AT2G39840 // AT3G62260 // AT1G07430 // AT3G52180 
GO:0016311	P	dephosphorylation	8	1357	94	37767	0.026	0.47	// AT1G67820 // AT3G23610 // AT4G26080 // AT2G39840 // AT3G62260 // AT3G02800 // AT1G07430 // AT3G52180 
GO:0006807	P	nitrogen compound metabolic process	160	1357	3826	37767	0.028	0.5	// AT1G64660 // AT1G80840 // AT1G30500 // AT5G12280 // AT4G22950 // AT3G21150 // AT1G73500 // AT4G34680 // AT5G32460 // AT2G35700 // AT5G58080 // AT1G01380 // AT1G51140 // AT1G19340 // AT4G36240 // AT3G15210 // AT4G25480 // AT4G27270 // AT1G59640 // AT1G46768 // AT5G11590 // AT5G50010 // AT5G65320 // AT3G61740 // AT1G15410 // AT1G10610 // AT3G08560 // AT2G21320 // AT5G53430 // AT3G57010 // AT4G25470 // AT4G21440 // AT2G29630 // AT4G35270 // AT4G31270 // AT1G19210 // AT3G23210 // AT5G66300 // AT4G11280 // AT3G62610 // AT2G13960 // AT4G38780 // AT1G79440 // AT5G04110 // AT4G13885 // AT4G34060 // AT1G61470 // AT2G42200 // AT4G08250 // AT5G06520 // AT5G08170 // AT4G26701 // AT1G22770 // AT3G61890 // AT4G29690 // AT2G47890 // AT4G38340 // AT3G19150 // AT1G54590 // AT3G55210 // AT3G48830 // AT3G61250 // AT1G18710 // AT5G16570 // AT4G05170 // AT5G51330 // AT3G53920 // AT4G36050 // AT2G38300 // AT1G08630 // AT1G26260 // AT5G11050 // AT5G58280 // AT1G28050 // AT1G01880 // AT3G55980 // AT4G34400 // AT1G76350 // AT2G43500 // AT2G35550 // AT5G63290 // AT4G34410 // AT5G52630 // AT4G00870 // AT1G74650 // AT4G23050 // AT4G04955 // AT3G01220 // AT4G34000 // AT1G19490 // AT1G76580 // AT4G10600 // AT5G43860 // AT2G19810 // AT4G20070 // AT2G40200 // AT5G22300 // AT2G16720 // AT5G57150 // AT1G20700 // AT3G11020 // AT2G44910 // AT3G27300 // AT4G39180 // AT5G06510 // AT1G74900 // AT1G56170 // AT2G28560 // AT1G72810 // AT1G72360 // AT5G61600 // AT5G37600 // AT1G60250 // AT5G60120 // AT1G49720 // AT3G05690 // AT2G34850 // AT5G04760 // AT3G52115 // AT5G56840 // AT1G01520 // AT5G22250 // AT3G45640 // AT3G44260 // AT5G56270 // AT1G53170 // AT2G37260 // AT5G25390 // AT1G77200 // AT1G56650 // AT1G74930 // AT2G22450 // AT1G70560 // AT1G66380 // AT5G54470 // AT1G59720 // AT3G21890 // AT3G24140 // AT3G13840 // AT1G01250 // AT3G52270 // AT1G16060 // AT2G17180 // AT5G67180 // AT4G12290 // AT4G17490 // AT4G25410 // AT4G01060 // AT2G34720 // AT2G38340 // AT1G54160 // AT1G05920 // AT1G63650 // AT5G05410 // AT2G21660 // AT4G29700 // AT2G02060 // AT1G66390 // AT4G12740 // AT3G19500 
GO:0009791	P	post-embryonic development	36	1357	705	37767	0.028	0.5	// AT2G34850 // AT1G26260 // AT3G24140 // AT2G34870 // AT4G35900 // AT4G36930 // AT3G45640 // AT2G35700 // AT2G37260 // AT2G46870 // AT2G42200 // AT1G52920 // AT2G01200 // AT4G21190 // AT4G24660 // AT5G08170 // AT5G60440 // AT4G01500 // AT5G37770 // AT1G20700 // AT1G22770 // AT1G59640 // AT1G67440 // AT4G13560 // AT2G29090 // AT3G26790 // AT4G37580 // AT5G06760 // AT5G07180 // AT2G46240 // AT4G37140 // AT4G01060 // AT3G14370 // AT1G70560 // AT2G21660 // AT4G13345 
GO:0007242	P	intracellular signaling cascade	34	1357	659	37767	0.028	0.5	// AT2G46070 // AT1G73500 // AT4G17615 // AT3G45640 // AT5G58080 // AT5G54050 // AT3G07940 // AT1G53170 // AT1G79460 // AT1G69270 // AT1G52920 // AT5G15960 // AT1G01720 // AT4G33950 // AT1G56650 // AT5G37770 // AT1G65180 // AT1G72360 // AT4G34000 // AT3G55940 // AT3G57530 // AT4G26080 // AT4G01540 // AT3G22370 // AT2G19860 // AT3G15210 // AT4G37580 // AT1G69260 // AT4G17490 // AT2G40670 // AT3G11410 // AT3G57680 // AT1G49720 // AT5G01480 
GO:0051704	P	multi-organism process	39	1357	776	37767	0.028	0.5	// AT2G34850 // AT2G22010 // AT1G33970 // AT5G64250 // AT1G77920 // AT2G17860 // AT4G36010 // AT1G10760 // AT1G11410 // AT2G30020 // AT3G45640 // AT1G80840 // AT4G37150 // AT1G11340 // AT5G64890 // AT1G11300 // AT1G01580 // AT4G33950 // AT5G26920 // AT5G52450 // AT1G64070 // AT4G23670 // AT1G61800 // AT1G48020 // AT2G41210 // AT4G36000 // AT5G42810 // AT2G15480 // AT2G22240 // AT5G53430 // AT3G15210 // AT2G46240 // AT3G12580 // AT2G30080 // AT5G52640 // AT5G61600 // AT5G24590 // AT1G56510 // AT4G21480 
GO:0048523	P	negative regulation of cellular process	15	1357	234	37767	0.028	0.5	// AT4G26080 // AT1G30500 // AT2G34720 // AT1G01720 // AT1G16590 // AT3G19150 // AT3G24140 // AT1G61720 // AT4G27270 // AT3G11410 // AT1G70560 // AT1G54160 // AT3G26790 // AT3G15210 // AT3G24810 
GO:0006955	P	immune response	21	1357	367	37767	0.031	0.54	// AT1G56510 // AT4G37150 // AT1G72950 // AT1G80840 // AT4G16940 // AT1G72910 // AT4G39260 // AT2G22240 // AT5G26920 // AT1G72940 // AT5G41750 // AT5G54250 // AT5G37770 // AT2G21660 // AT1G63750 // AT5G24590 // AT5G42810 // AT1G66090 // AT4G19520 // AT3G15210 // AT5G64890 
GO:0002376	P	immune system process	21	1357	368	37767	0.032	0.55	// AT1G56510 // AT4G37150 // AT1G72950 // AT1G80840 // AT4G16940 // AT1G72910 // AT4G39260 // AT2G22240 // AT5G26920 // AT1G72940 // AT5G41750 // AT5G54250 // AT5G37770 // AT2G21660 // AT1G63750 // AT5G24590 // AT5G42810 // AT1G66090 // AT4G19520 // AT3G15210 // AT5G64890 
GO:0009620	P	response to fungus	11	1357	158	37767	0.034	0.59	// AT4G37150 // AT1G80840 // AT5G64250 // AT5G61600 // AT2G22240 // AT1G10760 // AT1G64070 // AT2G30020 // AT1G56510 // AT5G42810 // AT2G46240 
GO:0006915	P	apoptosis	11	1357	159	37767	0.035	0.61	// AT4G11280 // AT4G19520 // AT1G12280 // AT4G16940 // AT5G43740 // AT5G41750 // AT1G66090 // AT4G10780 // AT1G63750 // AT5G05400 // AT2G46240 
GO:0008152	P	metabolic process	412	1357	10614	37767	0.038	0.64	// AT5G06300 // AT5G46080 // AT4G34060 // AT4G22950 // AT1G73500 // AT1G01380 // AT4G37150 // AT1G51140 // AT1G19340 // AT4G25480 // AT1G46768 // AT5G50010 // AT5G41870 // AT1G09350 // AT3G23610 // AT1G72190 // AT1G15410 // AT3G12580 // AT2G31100 // AT3G55290 // AT2G40840 // AT5G10830 // AT3G10280 // AT1G80060 // AT4G11280 // AT2G22010 // AT2G23010 // AT1G67820 // AT2G42200 // AT2G24560 // AT3G55120 // AT4G38650 // AT1G22770 // AT1G72360 // AT1G48100 // AT2G25540 // AT4G29690 // AT3G16150 // AT4G38340 // AT1G54590 // AT5G39785 // AT4G05170 // AT5G51330 // AT1G04010 // AT1G45201 // AT5G17220 // AT1G78690 // AT4G36050 // AT4G34650 // AT4G25090 // AT1G26260 // AT1G01880 // AT2G21590 // AT3G46370 // AT1G62540 // AT4G21060 // AT5G07920 // AT5G33290 // AT3G15800 // AT1G19490 // AT5G22250 // AT4G34000 // AT1G76680 // AT3G55940 // AT5G37750 // AT1G60250 // AT3G19500 // AT3G20200 // AT2G32430 // AT1G74900 // AT1G72810 // AT1G05160 // AT1G64185 // AT5G59130 // AT3G52115 // AT4G00870 // AT3G01220 // AT1G33260 // AT1G77280 // AT1G11410 // AT1G06800 // AT5G57565 // AT3G47050 // AT4G13190 // AT4G34500 // AT4G09020 // AT1G56650 // AT5G15940 // AT1G61720 // AT1G20480 // AT5G20410 // AT1G66380 // AT4G38300 // AT4G09750 // AT1G59720 // AT3G13840 // AT2G22240 // AT4G12910 // AT1G28660 // AT2G22970 // AT3G52180 // AT2G17180 // AT5G24150 // AT5G67180 // AT5G24155 // AT3G24360 // AT1G08630 // AT2G21130 // AT1G70560 // AT5G05410 // AT5G25390 // AT1G07430 // AT2G02060 // AT1G64660 // AT1G80840 // AT5G12280 // AT5G17040 // AT4G39800 // AT5G38970 // AT5G42810 // AT4G31110 // AT1G60190 // AT4G04690 // AT1G62710 // AT5G45840 // AT3G50760 // AT1G29720 // AT5G57610 // AT5G67520 // AT3G30720 // AT2G36305 // AT4G21440 // AT1G02300 // AT2G11810 // AT2G29420 // AT3G29590 // AT1G19210 // AT5G12110 // AT4G00520 // AT1G79440 // AT5G04110 // AT1G78440 // AT5G26920 // AT4G32940 // AT2G36390 // AT2G24190 // AT4G31270 // AT1G76350 // AT1G72070 // AT3G22370 // AT4G22590 // AT2G30870 // AT1G20160 // AT1G71250 // AT3G23790 // AT1G20380 // AT1G28050 // AT1G10760 // AT2G47890 // AT4G39210 // AT1G62610 // AT1G74650 // AT5G63595 // AT1G20700 // AT4G23050 // AT1G76580 // AT2G22190 // AT4G10600 // AT5G05880 // AT2G40200 // AT5G22300 // AT5G57150 // AT1G28570 // AT2G44910 // AT4G14090 // AT4G25434 // AT4G35030 // AT2G28560 // AT5G61600 // AT5G37600 // AT5G38240 // AT5G16570 // AT1G76690 // AT1G01520 // AT4G29540 // AT3G45640 // AT1G32900 // AT3G44260 // AT3G57190 // AT2G37260 // AT1G22440 // AT1G53780 // AT1G74930 // AT5G11590 // AT3G02800 // AT2G04240 // AT4G02280 // AT5G54470 // AT2G28420 // AT5G48040 // AT1G16060 // AT4G09500 // AT2G34720 // AT1G05920 // AT1G53170 // AT2G41210 // AT2G21660 // AT1G66390 // AT4G12740 // AT3G49160 // AT1G78290 // AT1G02460 // AT2G35700 // AT4G24480 // AT2G39820 // AT4G15440 // AT4G27270 // AT1G59640 // AT5G18340 // AT5G19740 // AT1G10610 // AT1G03310 // AT2G21320 // AT5G53430 // AT5G42800 // AT4G33160 // AT4G25470 // AT5G61640 // AT2G29630 // AT4G35270 // AT5G22860 // AT5G48880 // AT3G62610 // AT2G13960 // AT3G62590 // AT5G58080 // AT5G19360 // AT1G61470 // AT5G66300 // AT1G78530 // AT5G06520 // AT4G26701 // AT1G62570 // AT3G05170 // AT4G02410 // AT1G67080 // AT3G48830 // AT4G34410 // AT4G20230 // AT1G76720 // AT3G53920 // AT4G02950 // AT3G24810 // AT1G28610 // AT1G43620 // AT5G58280 // AT4G12430 // AT5G64860 // AT2G29170 // AT5G09300 // AT5G63290 // AT5G52630 // AT4G04955 // AT2G43580 // AT5G26570 // AT5G43860 // AT2G17280 // AT3G15350 // AT5G07990 // AT3G11020 // AT3G15210 // AT3G27300 // AT4G39180 // AT5G67160 // AT3G03770 // AT5G60120 // AT1G49720 // AT3G05690 // AT5G04760 // AT5G56840 // AT4G31250 // AT3G62260 // AT4G24010 // AT1G10095 // AT5G25620 // AT3G52340 // AT3G29010 // AT1G11300 // AT5G14700 // AT5G15260 // AT4G22880 // AT2G03160 // AT3G21890 // AT2G37700 // AT3G50660 // AT1G01250 // AT2G23000 // AT3G55980 // AT5G37790 // AT5G43640 // AT4G12290 // AT1G56170 // AT1G22430 // AT5G66460 // AT3G57680 // AT2G03560 // AT1G71340 // AT5G65140 // AT2G46720 // AT5G59700 // AT1G30500 // AT3G21150 // AT4G34680 // AT5G32460 // AT1G79460 // AT4G36240 // AT3G61890 // AT2G22450 // AT5G65320 // AT3G03900 // AT3G61740 // AT3G08560 // AT1G53680 // AT3G57010 // AT1G01670 // AT1G24330 // AT4G25600 // AT1G56600 // AT3G51240 // AT2G38050 // AT3G23210 // AT1G07450 // AT1G67510 // AT1G18870 // AT1G02390 // AT5G03640 // AT1G56300 // AT1G11340 // AT4G08250 // AT1G55320 // AT4G17770 // AT1G75440 // AT3G57530 // AT3G45020 // AT5G37440 // AT3G04010 // AT3G19150 // AT1G74310 // AT3G55210 // AT3G45940 // AT3G61250 // AT3G62190 // AT1G18710 // AT4G38780 // AT2G38300 // AT5G11050 // AT5G06510 // AT1G16030 // AT1G73170 // AT4G34400 // AT4G25390 // AT2G43500 // AT2G35550 // AT5G54950 // AT1G05170 // AT5G66790 // AT1G28600 // AT2G19810 // AT2G16720 // AT1G10560 // AT5G23240 // AT4G37580 // AT5G39410 // AT5G53890 // AT1G20490 // AT3G26790 // AT4G22940 // AT2G34850 // AT5G64250 // AT5G08170 // AT3G13672 // AT5G56270 // AT4G33490 // AT1G27730 // AT2G39840 // AT1G77200 // AT4G23990 // AT2G29090 // AT2G20560 // AT3G26085 // AT5G05270 // AT4G13885 // AT4G26080 // AT1G67070 // AT4G29700 // AT3G24140 // AT2G38740 // AT3G52270 // AT4G20070 // AT5G24318 // AT4G17490 // AT4G25410 // AT4G01060 // AT1G25141 // AT2G38340 // AT3G59710 // AT1G76570 // AT1G54160 // AT1G60630 // AT1G63650 // AT4G08590 // AT5G50240 
GO:0006725	P	cellular aromatic compound metabolic process	22	1357	399	37767	0.038	0.65	// AT3G62610 // AT1G73500 // AT5G14700 // AT3G45640 // AT3G55120 // AT4G37150 // AT1G56650 // AT5G26920 // AT1G61720 // AT5G63595 // AT1G20480 // AT1G66380 // AT1G20490 // AT5G05270 // AT4G22880 // AT5G07990 // AT5G42800 // AT5G67160 // AT2G29630 // AT3G51240 // AT1G70560 // AT3G29590 
GO:0006811	P	ion transport	23	1357	427	37767	0.043	0.72	// AT4G08570 // AT1G05300 // AT5G24380 // AT1G79520 // AT4G17615 // AT1G12480 // AT2G26650 // AT3G46900 // AT1G01580 // AT5G17860 // AT3G53720 // AT3G05030 // AT1G70300 // AT2G34960 // AT1G30473 // AT3G45650 // AT3G08560 // AT1G51090 // AT3G51895 // AT1G55720 // AT2G30080 // AT5G66110 // AT5G49890 
GO:0008610	P	lipid biosynthetic process	23	1357	439	37767	0.055	0.9	// AT4G29540 // AT4G39800 // AT5G38970 // AT1G25141 // AT1G79460 // AT5G14700 // AT1G76680 // AT5G20410 // AT1G67080 // AT2G22240 // AT2G37700 // AT3G50660 // AT5G24150 // AT4G39180 // AT5G24155 // AT2G46720 // AT3G10280 // AT2G11810 // AT1G05160 // AT3G26790 // AT2G38050 // AT1G76690 // AT4G34650 
GO:0042592	P	homeostatic process	13	1357	216	37767	0.057	0.94	// AT2G47880 // AT1G12480 // AT4G33040 // AT1G01580 // AT4G31240 // AT5G38970 // AT3G51480 // AT3G04110 // AT5G27100 // AT2G38050 // AT5G42810 // AT2G41330 // AT3G53720 
GO:0044238	P	primary metabolic process	349	1357	8995	37767	0.058	0.94	// AT5G46080 // AT4G08250 // AT4G22950 // AT1G73500 // AT1G01380 // AT4G37150 // AT1G51140 // AT1G19340 // AT4G25480 // AT1G46768 // AT5G50010 // AT5G41870 // AT1G09350 // AT3G23610 // AT1G15410 // AT3G12580 // AT2G31100 // AT2G40840 // AT3G10280 // AT1G80060 // AT4G11280 // AT2G22010 // AT2G23010 // AT1G67820 // AT2G42200 // AT2G24560 // AT3G55120 // AT4G38650 // AT1G22770 // AT1G72360 // AT1G48100 // AT2G25540 // AT4G29690 // AT4G38340 // AT1G54590 // AT5G39785 // AT4G05170 // AT5G51330 // AT1G04010 // AT1G45201 // AT4G36050 // AT4G34650 // AT1G08630 // AT1G26260 // AT1G01880 // AT2G21590 // AT3G46370 // AT4G17770 // AT4G21060 // AT3G15800 // AT1G19490 // AT4G34000 // AT1G76680 // AT3G55940 // AT5G37750 // AT1G60250 // AT3G19500 // AT3G20200 // AT2G32430 // AT1G74900 // AT1G72810 // AT1G05160 // AT5G59130 // AT3G52115 // AT4G00870 // AT3G01220 // AT1G33260 // AT1G77280 // AT1G11410 // AT1G06800 // AT5G57565 // AT3G47050 // AT4G13190 // AT4G34500 // AT4G09020 // AT1G56650 // AT1G61720 // AT1G20480 // AT5G20410 // AT1G66380 // AT4G38300 // AT1G59720 // AT3G13840 // AT2G22240 // AT4G12910 // AT1G28660 // AT2G22970 // AT3G52180 // AT2G17180 // AT5G24150 // AT5G67180 // AT5G24155 // AT3G24360 // AT2G21130 // AT5G05410 // AT5G25390 // AT1G07430 // AT2G02060 // AT1G64660 // AT1G80840 // AT5G12280 // AT4G39800 // AT5G38970 // AT5G42810 // AT4G31110 // AT1G60190 // AT4G04690 // AT1G62710 // AT5G45840 // AT3G50760 // AT1G29720 // AT5G57610 // AT3G30720 // AT2G36305 // AT4G21440 // AT1G02300 // AT2G11810 // AT3G29590 // AT1G19210 // AT5G12110 // AT1G62540 // AT1G79440 // AT5G04110 // AT1G56300 // AT1G78440 // AT4G32940 // AT2G36390 // AT4G31270 // AT1G76350 // AT1G72070 // AT4G22590 // AT1G20160 // AT1G71250 // AT1G20380 // AT1G28050 // AT1G10760 // AT2G47890 // AT4G39210 // AT1G74650 // AT5G63595 // AT1G20700 // AT4G23050 // AT1G76580 // AT2G22190 // AT4G10600 // AT4G33490 // AT2G40200 // AT5G57150 // AT1G28570 // AT2G44910 // AT5G06510 // AT1G56170 // AT2G28560 // AT5G61600 // AT5G38240 // AT1G76690 // AT1G01520 // AT4G29540 // AT3G45640 // AT1G28600 // AT3G44260 // AT3G57190 // AT2G37260 // AT5G33290 // AT1G53780 // AT1G74930 // AT5G11590 // AT2G04240 // AT4G02280 // AT5G54470 // AT2G28420 // AT5G48040 // AT1G16060 // AT2G34720 // AT1G05920 // AT2G41210 // AT2G21660 // AT1G66390 // AT4G12740 // AT3G49160 // AT1G78290 // AT1G02460 // AT2G35700 // AT4G24480 // AT2G39820 // AT4G15440 // AT4G27270 // AT1G59640 // AT5G18340 // AT5G19740 // AT1G10610 // AT1G03310 // AT2G21320 // AT5G53430 // AT5G42800 // AT4G33160 // AT4G25470 // AT5G61640 // AT4G35030 // AT4G35270 // AT5G22860 // AT5G48880 // AT3G62610 // AT2G13960 // AT3G62590 // AT5G58080 // AT5G19360 // AT1G61470 // AT5G66300 // AT1G78530 // AT5G06520 // AT4G26701 // AT1G62570 // AT4G02410 // AT1G67080 // AT3G48830 // AT4G34410 // AT4G31250 // AT1G76720 // AT3G53920 // AT4G02950 // AT1G28610 // AT1G43620 // AT5G58280 // AT4G12430 // AT5G64860 // AT5G52630 // AT5G26570 // AT3G15350 // AT5G07990 // AT3G11020 // AT3G15210 // AT3G27300 // AT4G39180 // AT3G03770 // AT5G60120 // AT1G49720 // AT3G05690 // AT5G04760 // AT5G56840 // AT5G22250 // AT3G62260 // AT4G24010 // AT1G10095 // AT3G52340 // AT3G29010 // AT1G11300 // AT5G14700 // AT5G15260 // AT4G22880 // AT2G03160 // AT3G21890 // AT2G37700 // AT3G50660 // AT1G01250 // AT2G23000 // AT3G55980 // AT5G37790 // AT5G43640 // AT3G55210 // AT5G66460 // AT3G57680 // AT2G03560 // AT1G71340 // AT5G65140 // AT2G46720 // AT5G59700 // AT1G30500 // AT3G21150 // AT4G34680 // AT5G32460 // AT1G79460 // AT4G36240 // AT3G61890 // AT5G65320 // AT3G61740 // AT3G08560 // AT1G01670 // AT1G24330 // AT4G25600 // AT1G56600 // AT3G51240 // AT2G38050 // AT3G23210 // AT1G67510 // AT5G03640 // AT4G13885 // AT1G11340 // AT4G34060 // AT1G75440 // AT3G57530 // AT3G45020 // AT5G37440 // AT3G04010 // AT3G19150 // AT1G74310 // AT3G45940 // AT3G61250 // AT3G62190 // AT1G18710 // AT4G38780 // AT2G38300 // AT5G11050 // AT1G16030 // AT1G73170 // AT4G34400 // AT4G25390 // AT2G43500 // AT2G35550 // AT1G05170 // AT5G66790 // AT1G32900 // AT2G19810 // AT2G16720 // AT1G10560 // AT5G23240 // AT5G53890 // AT1G20490 // AT3G26790 // AT4G22940 // AT2G34850 // AT5G08170 // AT3G13672 // AT5G56270 // AT1G53170 // AT2G39840 // AT1G77200 // AT4G23990 // AT2G29090 // AT2G20560 // AT3G26085 // AT5G05270 // AT4G26080 // AT1G67070 // AT4G08590 // AT3G24140 // AT3G52270 // AT4G20070 // AT5G24318 // AT4G17490 // AT4G25410 // AT4G01060 // AT1G25141 // AT2G38340 // AT1G54160 // AT1G60630 // AT1G63650 // AT4G29700 // AT5G50240 
GO:0019953	P	sexual reproduction	5	1357	80	37767	0.17	1	// AT3G05690 // AT1G78130 // AT3G52115 // AT4G13560 // AT1G61800 
GO:0048468	P	cell development	7	1357	197	37767	0.56	1	// AT4G01060 // AT1G64690 // AT1G70560 // AT2G41210 // AT5G41315 // AT1G48020 // AT2G26650 
GO:0034645	P	cellular macromolecule biosynthetic process	133	1357	3661	37767	0.46	1	// AT1G80840 // AT1G30500 // AT4G22950 // AT3G21150 // AT1G73500 // AT1G25141 // AT4G34680 // AT5G32460 // AT2G35700 // AT5G58080 // AT1G01380 // AT2G39820 // AT1G51140 // AT4G36240 // AT3G15210 // AT4G25480 // AT4G27270 // AT1G59640 // AT1G46768 // AT5G50010 // AT5G65320 // AT3G61740 // AT1G10610 // AT1G03310 // AT2G21320 // AT5G53430 // AT4G25470 // AT4G21440 // AT4G35270 // AT4G31270 // AT1G19210 // AT3G23210 // AT5G12110 // AT5G66300 // AT5G33290 // AT2G13960 // AT2G42200 // AT4G08250 // AT4G26701 // AT1G22770 // AT2G36390 // AT3G61890 // AT2G25540 // AT2G47890 // AT4G38340 // AT3G19150 // AT3G55210 // AT3G61250 // AT1G18710 // AT5G39785 // AT4G05170 // AT1G76720 // AT3G53920 // AT2G38300 // AT1G26260 // AT5G11050 // AT5G58280 // AT1G28050 // AT3G30720 // AT2G21590 // AT3G55980 // AT4G34400 // AT1G76350 // AT2G43500 // AT2G35550 // AT4G39210 // AT4G34410 // AT4G00870 // AT1G74650 // AT1G05170 // AT4G23050 // AT4G34000 // AT1G19490 // AT1G76580 // AT4G10600 // AT3G62610 // AT1G32900 // AT2G19810 // AT2G40200 // AT2G16720 // AT5G57150 // AT1G20700 // AT3G11020 // AT2G44910 // AT2G32430 // AT5G06510 // AT1G56170 // AT1G72360 // AT5G61600 // AT1G60250 // AT5G60120 // AT1G49720 // AT3G05690 // AT5G04760 // AT4G21060 // AT5G56840 // AT1G01520 // AT3G01220 // AT1G10095 // AT3G57190 // AT1G53170 // AT2G37260 // AT5G56270 // AT1G77200 // AT1G56650 // AT1G74930 // AT5G11590 // AT1G66380 // AT5G15260 // AT5G54470 // AT3G45020 // AT3G21890 // AT3G24140 // AT3G13840 // AT1G01250 // AT3G52270 // AT1G16060 // AT5G43640 // AT2G17180 // AT5G67180 // AT4G17490 // AT4G25410 // AT4G01060 // AT2G34720 // AT2G38340 // AT1G54160 // AT1G05920 // AT1G63650 // AT5G05410 // AT5G25390 // AT2G02060 // AT1G66390 // AT3G19500 
GO:0009451	P	RNA modification	5	1357	133	37767	0.52	1	// AT5G52630 // AT5G22250 // AT3G44260 // AT1G61470 // AT1G59720 
