GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0043436	P	oxoacid metabolic process	9	299	859	37767	0.25	1	// AT4G11640 // AT4G32980 // AT3G05020 // AT5G20410 // AT5G28020 // AT2G37700 // AT1G67080 // AT3G11750 // AT2G26800 
GO:0010033	P	response to organic substance	11	299	1342	37767	0.5	1	// AT5G16600 // AT5G43700 // AT1G20470 // AT2G31230 // AT4G23260 // AT3G50660 // AT2G23430 // AT4G01060 // AT3G53250 // AT3G60690 // AT5G18080 
GO:0019538	P	protein metabolic process	17	299	4009	37767	1	1	// AT1G66980 // AT4G20140 // AT5G43700 // AT1G65190 // AT3G47580 // AT2G03560 // AT4G23290 // AT3G22420 // AT1G52540 // AT1G77280 // AT4G12910 // AT5G38240 // AT3G57640 // AT2G43690 // AT2G22980 // AT5G59130 // AT1G71810 
GO:0016053	P	organic acid biosynthetic process	5	299	417	37767	0.24	1	// AT3G05020 // AT5G28020 // AT4G32980 // AT2G37700 // AT1G67080 
GO:0006807	P	nitrogen compound metabolic process	24	299	3826	37767	0.91	1	// AT5G16600 // AT4G11640 // AT1G01520 // AT5G28020 // AT4G22950 // AT5G47140 // AT5G24120 // AT2G28200 // AT4G34060 // AT4G35270 // AT3G24490 // AT4G04955 // AT5G16450 // AT1G71200 // AT3G20280 // AT2G31230 // AT3G16220 // AT2G23430 // AT4G01060 // AT1G64860 // AT5G52170 // AT4G39780 // AT4G14410 // AT2G26800 
GO:0050789	P	regulation of biological process	35	299	3697	37767	0.16	1	// AT4G12560 // AT5G16600 // AT1G01520 // AT1G13460 // AT4G22950 // AT2G37670 // AT5G47140 // AT4G32980 // AT5G20150 // AT5G24120 // AT2G28200 // AT4G34060 // AT2G46790 // AT5G49290 // AT3G24490 // AT5G16450 // AT1G71200 // AT3G25905 // AT3G20280 // AT4G35270 // AT2G31230 // AT3G16220 // AT4G13810 // AT2G23430 // AT4G19500 // AT2G45660 // AT4G11330 // AT5G40910 // AT5G43700 // AT4G01060 // AT1G64860 // AT5G52170 // AT4G39780 // AT1G67080 // AT4G14410 
GO:0044267	P	cellular protein metabolic process	14	299	3487	37767	1	1	// AT1G66980 // AT4G20140 // AT5G43700 // AT1G65190 // AT4G23290 // AT3G22420 // AT1G52540 // AT1G77280 // AT2G03560 // AT5G38240 // AT3G57640 // AT2G43690 // AT3G47580 // AT1G71810 
GO:0044260	P	cellular macromolecule metabolic process	35	299	6447	37767	1	1	// AT1G66980 // AT1G65190 // AT1G01520 // AT4G22950 // AT4G23290 // AT3G57640 // AT1G52540 // AT1G77280 // AT1G71810 // AT4G20140 // AT5G24120 // AT2G28200 // AT4G34060 // AT4G35270 // AT3G24490 // AT5G16450 // AT3G47580 // AT1G71200 // AT5G47140 // AT2G03560 // AT2G31230 // AT3G16220 // AT2G23430 // AT2G43690 // AT5G16600 // AT3G22420 // AT5G43700 // AT4G01060 // AT1G64860 // AT5G52170 // AT4G39780 // AT3G20280 // AT5G38240 // AT4G14410 // AT3G49160 
GO:0016043	P	cellular component organization	8	299	1179	37767	0.72	1	// AT5G24120 // AT1G64690 // AT1G64860 // AT3G50660 // AT2G28720 // AT2G18260 // AT2G45740 // AT1G22700 
GO:0065007	P	biological regulation	37	299	4188	37767	0.27	1	// AT4G12560 // AT5G16600 // AT1G01520 // AT1G13460 // AT4G22950 // AT2G37670 // AT5G47140 // AT4G32980 // AT5G20150 // AT5G24120 // AT2G28200 // AT4G34060 // AT2G46790 // AT5G49290 // AT3G24490 // AT5G16450 // AT1G71200 // AT3G25905 // AT3G20280 // AT4G35270 // AT2G31230 // AT3G16220 // AT4G13810 // AT3G50660 // AT2G23430 // AT4G19500 // AT2G45660 // AT4G11330 // AT5G40910 // AT5G43700 // AT4G01060 // AT1G64860 // AT5G52170 // AT4G39780 // AT1G67080 // AT4G14410 // AT5G59130 
GO:0006629	P	lipid metabolic process	11	299	841	37767	0.075	1	// AT1G66980 // AT4G32980 // AT5G17230 // AT5G20410 // AT3G05020 // AT2G37700 // AT3G50660 // AT1G67080 // AT1G10900 // AT5G58770 // AT5G24155 
GO:0006810	P	transport	9	299	1846	37767	0.96	1	// AT2G03590 // AT5G60430 // AT1G60960 // AT5G47100 // AT5G63060 // AT4G19003 // AT5G24380 // AT2G18260 // AT4G10170 
GO:0009889	P	regulation of biosynthetic process	20	299	1881	37767	0.11	1	// AT5G16600 // AT5G24120 // AT5G43700 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT1G64860 // AT4G39780 // AT5G52170 // AT5G47140 // AT2G23430 // AT4G35270 // AT3G24490 // AT1G01520 // AT4G01060 // AT1G71200 // AT4G14410 // AT3G20280 // AT4G32980 
GO:0009888	P	tissue development	6	299	359	37767	0.069	1	// AT4G20140 // AT4G22950 // AT4G32980 // AT4G01060 // AT1G64690 // AT5G60440 
GO:0050794	P	regulation of cellular process	32	299	3375	37767	0.17	1	// AT5G16600 // AT1G01520 // AT1G13460 // AT4G22950 // AT2G37670 // AT5G47140 // AT4G32980 // AT5G20150 // AT5G24120 // AT2G28200 // AT2G46790 // AT5G49290 // AT3G24490 // AT5G16450 // AT1G71200 // AT3G25905 // AT3G20280 // AT4G35270 // AT2G31230 // AT3G16220 // AT4G19500 // AT2G23430 // AT4G13810 // AT4G11330 // AT5G40910 // AT5G43700 // AT4G01060 // AT1G64860 // AT5G52170 // AT4G39780 // AT1G67080 // AT4G14410 
GO:0006952	P	defense response	8	299	766	37767	0.27	1	// AT4G12560 // AT5G43740 // AT3G61220 // AT4G19500 // AT4G13810 // AT1G62630 // AT5G40910 // AT1G61300 
GO:0006950	P	response to stress	26	299	2320	37767	0.049	1	// AT4G12560 // AT1G01520 // AT4G22950 // AT5G47100 // AT1G77280 // AT1G50290 // AT2G18260 // AT1G61300 // AT5G20150 // AT4G04955 // AT1G62630 // AT5G40910 // AT1G02820 // AT3G61220 // AT2G34060 // AT5G20410 // AT4G13810 // AT1G13080 // AT5G26990 // AT4G19500 // AT2G45660 // AT4G25100 // AT4G01060 // AT5G43740 // AT4G03290 // AT1G19660 
GO:0008152	P	metabolic process	77	299	10614	37767	0.83	1	// AT1G66980 // AT4G25090 // AT1G22700 // AT1G65190 // AT1G01520 // AT4G34060 // AT3G55630 // AT4G23290 // AT3G57640 // AT1G52540 // AT1G77280 // AT5G20410 // AT3G20280 // AT4G24050 // AT2G03560 // AT3G47580 // AT3G49160 // AT1G71810 // AT3G05020 // AT4G20140 // AT5G01260 // AT5G24120 // AT2G28200 // AT1G22440 // AT1G17050 // AT5G28020 // AT4G39780 // AT2G29370 // AT3G24490 // AT5G49740 // AT4G04955 // AT3G16220 // AT5G16450 // AT1G73600 // AT1G71200 // AT1G69526 // AT5G47140 // AT2G24190 // AT4G11640 // AT4G22950 // AT4G32980 // AT5G17230 // AT2G31230 // AT5G63510 // AT5G58770 // AT2G37700 // AT3G50660 // AT4G12910 // AT2G23430 // AT1G53680 // AT3G01440 // AT1G03150 // AT2G22980 // AT5G24155 // AT5G16600 // AT3G22420 // AT4G25100 // AT5G43700 // AT4G01060 // AT3G11750 // AT1G64860 // AT1G76570 // AT2G32540 // AT5G52170 // AT2G43690 // AT1G56600 // AT4G35270 // AT5G03905 // AT2G29300 // AT2G32530 // AT1G67080 // AT1G10900 // AT5G38240 // AT4G14410 // AT5G02230 // AT5G59130 // AT2G26800 
GO:0009266	P	response to temperature stimulus	6	299	485	37767	0.19	1	// AT4G22950 // AT4G03290 // AT2G46790 // AT1G13080 // AT2G18260 // AT2G45660 
GO:0051234	P	establishment of localization	9	299	1851	37767	0.96	1	// AT2G03590 // AT5G60430 // AT1G60960 // AT5G47100 // AT5G63060 // AT4G19003 // AT5G24380 // AT2G18260 // AT4G10170 
GO:0016070	P	RNA metabolic process	12	299	1657	37767	0.66	1	// AT5G16600 // AT5G24120 // AT2G31230 // AT4G22950 // AT1G64860 // AT5G52170 // AT5G47140 // AT1G01520 // AT4G39780 // AT4G01060 // AT5G16450 // AT3G20280 
GO:0046394	P	carboxylic acid biosynthetic process	5	299	417	37767	0.24	1	// AT3G05020 // AT5G28020 // AT4G32980 // AT2G37700 // AT1G67080 
GO:0043412	P	macromolecule modification	13	299	1636	37767	0.53	1	// AT1G66980 // AT4G20140 // AT1G65190 // AT4G34060 // AT4G23290 // AT3G22420 // AT1G52540 // AT1G77280 // AT5G38240 // AT3G57640 // AT2G43690 // AT3G47580 // AT1G71810 
GO:0048367	P	shoot development	6	299	355	37767	0.067	1	// AT4G01060 // AT1G64690 // AT3G61970 // AT2G23430 // AT3G25717 // AT3G50660 
GO:0006355	P	regulation of transcription, DNA-dependent	11	299	987	37767	0.16	1	// AT5G16600 // AT5G24120 // AT2G31230 // AT4G22950 // AT1G64860 // AT5G52170 // AT5G47140 // AT1G01520 // AT4G39780 // AT4G01060 // AT3G20280 
GO:0010556	P	regulation of macromolecule biosynthetic process	19	299	1843	37767	0.15	1	// AT5G16600 // AT5G24120 // AT5G43700 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT1G64860 // AT4G39780 // AT5G52170 // AT5G47140 // AT2G23430 // AT4G35270 // AT3G24490 // AT1G01520 // AT4G01060 // AT1G71200 // AT4G14410 // AT3G20280 
GO:0006350	P	transcription	17	299	1923	37767	0.36	1	// AT5G16600 // AT5G24120 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT1G64860 // AT4G39780 // AT5G52170 // AT5G47140 // AT1G01520 // AT4G35270 // AT3G24490 // AT4G01060 // AT1G71200 // AT4G14410 // AT3G20280 
GO:0006351	P	transcription, DNA-dependent	11	299	1039	37767	0.21	1	// AT5G16600 // AT5G24120 // AT2G31230 // AT4G22950 // AT1G64860 // AT5G52170 // AT5G47140 // AT1G01520 // AT4G39780 // AT4G01060 // AT3G20280 
GO:0032774	P	RNA biosynthetic process	11	299	1040	37767	0.21	1	// AT5G16600 // AT5G24120 // AT2G31230 // AT4G22950 // AT1G64860 // AT5G52170 // AT5G47140 // AT1G01520 // AT4G39780 // AT4G01060 // AT3G20280 
GO:0009314	P	response to radiation	10	299	613	37767	0.026	1	// AT5G49730 // AT5G24120 // AT2G46790 // AT1G76570 // AT3G22420 // AT3G09190 // AT2G43280 // AT1G67080 // AT4G12850 // AT4G32980 
GO:0009791	P	post-embryonic development	8	299	705	37767	0.2	1	// AT4G32980 // AT4G01060 // AT3G61970 // AT3G22420 // AT2G23430 // AT5G60440 // AT3G09190 // AT2G45660 
GO:0044249	P	cellular biosynthetic process	30	299	4925	37767	0.95	1	// AT5G16600 // AT3G05020 // AT1G01520 // AT4G22950 // AT5G47140 // AT5G20410 // AT5G24120 // AT2G28200 // AT1G17050 // AT5G28020 // AT4G35270 // AT3G24490 // AT3G16220 // AT1G71200 // AT3G20280 // AT4G32980 // AT5G17230 // AT2G31230 // AT5G63510 // AT5G58770 // AT2G37700 // AT2G23430 // AT5G43700 // AT4G01060 // AT5G03905 // AT1G64860 // AT5G52170 // AT4G39780 // AT1G67080 // AT4G14410 
GO:0009416	P	response to light stimulus	10	299	596	37767	0.022	1	// AT5G49730 // AT5G24120 // AT2G46790 // AT1G76570 // AT3G22420 // AT3G09190 // AT2G43280 // AT1G67080 // AT4G12850 // AT4G32980 
GO:0034645	P	cellular macromolecule biosynthetic process	19	299	3661	37767	0.98	1	// AT5G16600 // AT5G24120 // AT5G43700 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT1G64860 // AT4G39780 // AT5G52170 // AT5G47140 // AT2G23430 // AT4G35270 // AT3G24490 // AT1G01520 // AT4G01060 // AT1G71200 // AT4G14410 // AT3G20280 
GO:0009719	P	response to endogenous stimulus	11	299	1068	37767	0.23	1	// AT5G16600 // AT5G43700 // AT1G20470 // AT2G31230 // AT4G23260 // AT3G50660 // AT2G23430 // AT4G01060 // AT3G53250 // AT3G60690 // AT5G18080 
GO:0006139	P	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	20	299	3198	37767	0.89	1	// AT5G16600 // AT5G24120 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT4G34060 // AT4G39780 // AT5G52170 // AT5G47140 // AT2G23430 // AT4G35270 // AT3G24490 // AT1G01520 // AT4G01060 // AT5G16450 // AT1G71200 // AT4G14410 // AT1G64860 // AT3G20280 
GO:0048827	P	phyllome development	5	299	258	37767	0.057	1	// AT4G01060 // AT2G23430 // AT1G64690 // AT3G61970 // AT3G50660 
GO:0032502	P	developmental process	15	299	2304	37767	0.81	1	// AT1G02820 // AT4G20140 // AT1G64690 // AT4G32980 // AT4G01060 // AT4G22950 // AT3G55240 // AT3G50660 // AT3G22420 // AT2G23430 // AT5G60440 // AT3G09190 // AT2G45660 // AT3G25717 // AT3G61970 
GO:0032501	P	multicellular organismal process	14	299	2094	37767	0.78	1	// AT1G02820 // AT4G20140 // AT1G64690 // AT4G32980 // AT4G01060 // AT4G22950 // AT3G50660 // AT3G22420 // AT2G23430 // AT5G60440 // AT3G09190 // AT2G45660 // AT3G25717 // AT3G61970 
GO:0048608	P	reproductive structure development	7	299	978	37767	0.66	1	// AT4G32980 // AT4G01060 // AT3G61970 // AT3G22420 // AT5G60440 // AT3G09190 // AT2G45660 
GO:0009628	P	response to abiotic stimulus	19	299	1471	37767	0.027	1	// AT5G49730 // AT5G24120 // AT1G13080 // AT4G22950 // AT5G47100 // AT4G03290 // AT2G46790 // AT3G22420 // AT1G01520 // AT5G26990 // AT1G76570 // AT2G43280 // AT4G01060 // AT1G67080 // AT2G45660 // AT4G12850 // AT2G18260 // AT3G09190 // AT4G32980 
GO:0043687	P	post-translational protein modification	12	299	1248	37767	0.29	1	// AT1G66980 // AT4G20140 // AT1G65190 // AT4G23290 // AT3G22420 // AT1G52540 // AT1G77280 // AT5G38240 // AT3G57640 // AT2G43690 // AT3G47580 // AT1G71810 
GO:0009987	P	cellular process	79	299	11684	37767	0.96	1	// AT1G66980 // AT1G22700 // AT1G65190 // AT1G01520 // AT4G34060 // AT1G13460 // AT4G22950 // AT5G47100 // AT1G10900 // AT2G37670 // AT4G23290 // AT3G57640 // AT1G52540 // AT1G77280 // AT2G46790 // AT5G20410 // AT4G19003 // AT1G61300 // AT1G71810 // AT3G05020 // AT4G20140 // AT5G20150 // AT5G24120 // AT2G28200 // AT1G17050 // AT5G28020 // AT4G39780 // AT5G49290 // AT2G28720 // AT3G24490 // AT5G49740 // AT4G04955 // AT3G16220 // AT5G16450 // AT3G47580 // AT1G71200 // AT3G25905 // AT3G11750 // AT5G47140 // AT2G03560 // AT4G11640 // AT3G55630 // AT4G32980 // AT5G17230 // AT2G31230 // AT5G63510 // AT1G64690 // AT4G13810 // AT3G50660 // AT2G18260 // AT2G23430 // AT1G53680 // AT2G45740 // AT4G19500 // AT5G58770 // AT2G37700 // AT4G11330 // AT2G43690 // AT5G40910 // AT5G16600 // AT3G22420 // AT5G60430 // AT4G25100 // AT5G43700 // AT4G01060 // AT5G03905 // AT5G43740 // AT1G64860 // AT1G76570 // AT3G01440 // AT5G52170 // AT4G35270 // AT3G20280 // AT1G67080 // AT4G10170 // AT5G38240 // AT4G14410 // AT3G49160 // AT2G26800 
GO:0044255	P	cellular lipid metabolic process	8	299	618	37767	0.12	1	// AT4G32980 // AT3G05020 // AT5G20410 // AT5G17230 // AT2G37700 // AT1G67080 // AT1G10900 // AT5G58770 
GO:0006082	P	organic acid metabolic process	9	299	860	37767	0.25	1	// AT4G11640 // AT4G32980 // AT3G05020 // AT5G20410 // AT5G28020 // AT2G37700 // AT1G67080 // AT3G11750 // AT2G26800 
GO:0009725	P	response to hormone stimulus	11	299	982	37767	0.16	1	// AT5G16600 // AT5G43700 // AT1G20470 // AT2G31230 // AT4G23260 // AT3G50660 // AT2G23430 // AT4G01060 // AT3G53250 // AT3G60690 // AT5G18080 
GO:0051252	P	regulation of RNA metabolic process	12	299	996	37767	0.1	1	// AT5G16600 // AT5G24120 // AT2G31230 // AT4G22950 // AT1G64860 // AT5G52170 // AT5G47140 // AT1G01520 // AT4G39780 // AT4G01060 // AT5G16450 // AT3G20280 
GO:0043170	P	macromolecule metabolic process	40	299	7127	37767	1	1	// AT1G66980 // AT1G65190 // AT1G01520 // AT4G22950 // AT4G23290 // AT3G57640 // AT1G52540 // AT1G77280 // AT1G71810 // AT4G20140 // AT5G24120 // AT2G28200 // AT2G03560 // AT4G34060 // AT4G35270 // AT3G24490 // AT5G16450 // AT3G47580 // AT1G71200 // AT5G47140 // AT2G32540 // AT2G31230 // AT3G16220 // AT4G12910 // AT2G23430 // AT2G43690 // AT2G22980 // AT5G16600 // AT3G22420 // AT5G43700 // AT4G01060 // AT3G49160 // AT1G64860 // AT5G52170 // AT4G39780 // AT3G20280 // AT2G32530 // AT5G38240 // AT4G14410 // AT5G59130 
GO:0048731	P	system development	10	299	839	37767	0.13	1	// AT4G20140 // AT1G64690 // AT4G32980 // AT4G01060 // AT4G22950 // AT3G50660 // AT2G23430 // AT5G60440 // AT3G25717 // AT3G61970 
GO:0031326	P	regulation of cellular biosynthetic process	20	299	1881	37767	0.11	1	// AT5G16600 // AT5G24120 // AT5G43700 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT1G64860 // AT4G39780 // AT5G52170 // AT5G47140 // AT2G23430 // AT4G35270 // AT3G24490 // AT1G01520 // AT4G01060 // AT1G71200 // AT4G14410 // AT3G20280 // AT4G32980 
GO:0031323	P	regulation of cellular metabolic process	22	299	2036	37767	0.09	1	// AT5G16600 // AT1G01520 // AT4G22950 // AT5G47140 // AT5G24120 // AT2G28200 // AT4G35270 // AT3G24490 // AT5G16450 // AT1G71200 // AT3G20280 // AT4G32980 // AT2G31230 // AT3G16220 // AT2G23430 // AT5G43700 // AT4G01060 // AT1G64860 // AT5G52170 // AT4G39780 // AT1G67080 // AT4G14410 
GO:0019752	P	carboxylic acid metabolic process	9	299	859	37767	0.25	1	// AT4G11640 // AT4G32980 // AT3G05020 // AT5G20410 // AT5G28020 // AT2G37700 // AT1G67080 // AT3G11750 // AT2G26800 
GO:0045449	P	regulation of transcription	17	299	1802	37767	0.27	1	// AT5G16600 // AT5G24120 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT1G64860 // AT4G39780 // AT5G52170 // AT5G47140 // AT1G01520 // AT4G35270 // AT3G24490 // AT4G01060 // AT1G71200 // AT4G14410 // AT3G20280 
GO:0007275	P	multicellular organismal development	14	299	2020	37767	0.73	1	// AT1G02820 // AT4G20140 // AT1G64690 // AT4G32980 // AT4G01060 // AT4G22950 // AT3G50660 // AT3G22420 // AT2G23430 // AT5G60440 // AT3G09190 // AT2G45660 // AT3G25717 // AT3G61970 
GO:0009733	P	response to auxin stimulus	5	299	360	37767	0.16	1	// AT3G60690 // AT1G20470 // AT5G18080 // AT5G43700 // AT3G53250 
GO:0009639	P	response to red or far red light	6	299	210	37767	0.0075	1	// AT5G24120 // AT1G76570 // AT2G46790 // AT2G43280 // AT4G12850 // AT4G32980 
GO:0048366	P	leaf development	5	299	233	37767	0.04	1	// AT4G01060 // AT2G23430 // AT1G64690 // AT3G61970 // AT3G50660 
GO:0010467	P	gene expression	19	299	3962	37767	0.99	1	// AT5G16600 // AT5G24120 // AT5G43700 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT4G34060 // AT4G39780 // AT5G52170 // AT5G47140 // AT1G01520 // AT4G35270 // AT3G24490 // AT4G01060 // AT1G71200 // AT4G14410 // AT1G64860 // AT3G20280 
GO:0010468	P	regulation of gene expression	19	299	2001	37767	0.24	1	// AT5G16600 // AT5G24120 // AT5G43700 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT4G34060 // AT4G39780 // AT5G52170 // AT5G47140 // AT1G01520 // AT4G35270 // AT3G24490 // AT4G01060 // AT1G71200 // AT4G14410 // AT1G64860 // AT3G20280 
GO:0006468	P	protein amino acid phosphorylation	12	299	946	37767	0.077	1	// AT1G66980 // AT4G20140 // AT1G65190 // AT4G23290 // AT3G22420 // AT1G52540 // AT1G77280 // AT5G38240 // AT3G57640 // AT2G43690 // AT3G47580 // AT1G71810 
GO:0019219	P	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	19	299	1847	37767	0.15	1	// AT5G16600 // AT5G24120 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT1G64860 // AT4G39780 // AT5G52170 // AT5G47140 // AT2G23430 // AT4G35270 // AT3G24490 // AT1G01520 // AT4G01060 // AT5G16450 // AT1G71200 // AT4G14410 // AT3G20280 
GO:0006464	P	protein modification process	12	299	1474	37767	0.5	1	// AT1G66980 // AT4G20140 // AT1G65190 // AT4G23290 // AT3G22420 // AT1G52540 // AT1G77280 // AT5G38240 // AT3G57640 // AT2G43690 // AT3G47580 // AT1G71810 
GO:0022414	P	reproductive process	7	299	1161	37767	0.81	1	// AT4G32980 // AT4G01060 // AT3G61970 // AT3G22420 // AT5G60440 // AT3G09190 // AT2G45660 
GO:0009058	P	biosynthetic process	35	299	5118	37767	0.85	1	// AT5G16600 // AT3G05020 // AT1G01520 // AT4G22950 // AT5G47140 // AT5G20410 // AT5G24120 // AT2G28200 // AT1G17050 // AT5G28020 // AT4G35270 // AT3G24490 // AT3G16220 // AT1G71200 // AT3G20280 // AT2G32540 // AT4G32980 // AT5G17230 // AT2G31230 // AT5G63510 // AT5G58770 // AT2G37700 // AT3G50660 // AT2G23430 // AT5G24155 // AT5G43700 // AT4G01060 // AT5G03905 // AT1G64860 // AT5G52170 // AT1G56600 // AT4G39780 // AT2G32530 // AT1G67080 // AT4G14410 
GO:0009059	P	macromolecule biosynthetic process	21	299	3685	37767	0.96	1	// AT5G16600 // AT5G24120 // AT5G43700 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT1G64860 // AT4G39780 // AT5G52170 // AT5G47140 // AT2G23430 // AT4G35270 // AT3G24490 // AT1G01520 // AT2G32530 // AT4G01060 // AT1G71200 // AT4G14410 // AT3G20280 // AT2G32540 
GO:0051171	P	regulation of nitrogen compound metabolic process	19	299	1888	37767	0.17	1	// AT5G16600 // AT5G24120 // AT2G28200 // AT2G31230 // AT3G16220 // AT4G22950 // AT1G64860 // AT4G39780 // AT5G52170 // AT5G47140 // AT2G23430 // AT4G35270 // AT3G24490 // AT1G01520 // AT4G01060 // AT5G16450 // AT1G71200 // AT4G14410 // AT3G20280 
GO:0042221	P	response to chemical stimulus	19	299	2085	37767	0.3	1	// AT5G24380 // AT5G16600 // AT5G60430 // AT3G15352 // AT4G25100 // AT5G43700 // AT1G20470 // AT2G31230 // AT5G47100 // AT4G23260 // AT3G50660 // AT2G23430 // AT5G26990 // AT4G01060 // AT2G34060 // AT3G53250 // AT1G50290 // AT3G60690 // AT5G18080 
GO:0051179	P	localization	9	299	1922	37767	0.97	1	// AT2G03590 // AT5G60430 // AT1G60960 // AT5G47100 // AT5G63060 // AT4G19003 // AT5G24380 // AT2G18260 // AT4G10170 
GO:0008610	P	lipid biosynthetic process	9	299	439	37767	0.0095	1	// AT4G32980 // AT3G05020 // AT5G20410 // AT5G17230 // AT2G37700 // AT3G50660 // AT1G67080 // AT5G58770 // AT5G24155 
